Ruta;Descripción;Km por Viaje;Tarifa Vigente
;LA CRUZ-PARAISO;43,1;720
;LA CRUZ-LAS AMERICAS;46,59;680
;LA CRUZ-BRASILIA;40,17;635
;LA CRUZ-OROSI;32,9;490
;LA CRUZ-SANTA CECILIA;30;390
;LA CRUZ-HACIENDA LOS INOCENTES;18,17;255
;CRUCE SANTA CECILIA-SANTA CECILIA;26,23;365
;HACIENDA LOS INOCENTES-SANTA CECILIA;11,83;255
;;;
522 EXT;LA CRUZ- STA CECILIA-BRASILIA   EXT UPALA STA ELENA;;
;LA CRUZ-UPALA;76,40506329;835
;LA CRUZ-SAN FERNANDO;71,94810127;785
;LA CRUZ-QUEBRADON;70,67468354;770
;LA CRUZ-SANTA CLARA;66,85443038;730
;LA CRUZ-SANTA LUCIA;65,58101266;725
;LA CRUZ-SAN JOSE DE UPALA;61,12405063;670
;LA CRUZ-POPOYOAPA;58,57721519;640
;LA CRUZ-SANTA ELENA DE SANTA CECILIA;31,83544304;350
;;;
1500;LA CRUZ-BIRMANIA;;
;LA CRUZ-BIRMANIA;47,1;540
;;;
523;LIBERIA-CAÑAS DULCES-BUENAVISTA;(GPS);
;LIBERIA-BUENAVISTA;19,1;655
;LIBERIA-CAÑAS DULCES;15,8;595
;LIBERIA-COLORADO;6,1;350
;LIBERIA-GUADALUPE;4,2;275
;TARIFA MINIMA;0;275
;;;
523;LIBERIA-CURUBANDE-HACIENDA GUACHIPELIN;(GPS);
;LIBERIA-HACIENDA GUACHIPELIN;15,1;945
;LIBERIA-CURUBANDE;15,1;890
;LIBERIA-CAÑON;7,1;415
;LIBERIA-GUADALUPE;4,2;190
;;;
523;LIBERIA-SAN ANTONIO-LAS DELICIAS-GUADALUPE-COLORADO-EL GALLO;;
;LIBERIA-BALNEARIO LAS VEGAS;10,3;260
;LIBERIA-COLORADO;8;220
;LIBERIA-EL GALLO;5,95;185
;LIBERIA-GUADALUPE;5,3;175
;LIBERIA-LAS DELICIAS;3,8;120
;;;
523;LIBERIA-GUARDIA-LAS TRANCAS-CABUYAL-EL TRIUNFO;(GPS);
;LIBERIA-TRIUNFO;45,12;1220
;LIBERIA-BAHIA;34,13;905
;TRIUNFO-GUARDIA;26,55;725
;LIBERIA-GUARDIA;18,57;415
;;;
527;LIBERIA-PLAYA PANAMA;(GPS);
;LIBERIA-PLAYA PANAMA;42,3;735
;SARDINAL-PLAYA PANAMA;13,38;345
;;;
537;SANTA CRUZ-ORIENTE-TALOLINGA-ORTEGA-BOLSON;;
;SANTA CRUZ-BOLSON;28,8;710
;SANTA CRUZ-ORTEGA;29,952;710
;SANTA CRUZ-TALOLINGA;21;445
;SANTA CRUZ-SAN LAZARO;19,008;540
;SANTA CRUZ-POLVAZAL;19,008;445
;SANTA CRUZ-SAN VICENTE;19,008;445
;SANTA CRUZ-LAS POZAS;19,008;445
;SANTA CRUZ-GUAITIL;16,128;390
;SANTA CRUZ-ORIENTE;13,248;315
;SANTA CRUZ-SANTA BARBARA;13;315
;SANTA CRUZ-SAN MIGUEL;9,216;225
;TARIFA MINIMA;0;225
;;;
550;LIBERIA-FILADELFIA-SANTA CRUZ-NICOYA;(GPS);
;LIBERIA-NICOYA;85,96;1290
;LIBERIA-SANTA CRUZ;57,51;990
;LIBERIA-BELEN;39,48;695
;LIBERIA-FILADELFIA;33,22;600
;LIBERIA-GUARDIA;18,53;385
;SANTA CRUZ-FILADELFIA;24,29;465
;SANTA CRUZ-NICOYA;23,82;400
;;;
545;SANTA CRUZ-SAN JUAN-SANTA CRUZ-ARADO-EL RIO Y VICEVERSA;(GPS);
;SANTA CRUZ-BERNABELA;12,25;660
;SANTA CRUZ-SAN JUAN;10,35;630
;RIO-SANTA CRUZ-ESTOCOLMO;9,2;490
;ARADO-SANTA CRUZ-ESTOCOLMO;8,15;440
;SANTA CRUZ-ARADO;6;330
;SANTA CRUZ-EL CACAO;5,25;280
;;;
1505;LIBERIA-PLAYA FLAMINGO;(GPS);
;LIBERIA-PLAYA TAMARINDO;87,74;1500
;LIBERIA-PLAYA FLAMINGO;85,96;1480
;LIBERIA-HUACAS;75,03;1275
;LIBERIA-EL LLANO;70,72;1175
;LIBERIA-PORTEGOLPE;68,41;1095
;LIBERIA-CARTAGENA;57,46;1090
;LIBERIA-SANTA ANA;47,39;930
;LIBERIA-CRUCE A BELEN;43,02;685
;LIBERIA-FILADELFIA;36,73;590
;LIBERIA-PASO TEMPISQUE;29,69;510
;LIBERIA-PALMIRA;27,83;430
;LIBERIA-GUARDIA;20,03;380
;;;
528;FILADELFIA-SAN BLAS-SARDINAL-PLAYA DEL COCO Y VICEVERSA;(GPS);
;FILADELFIA-SARDINAL;19;455
;FILADELFIA-TAMARINDO;17;405
;FILADELFIA-PALMIRA;8,8;210
;FILADELFIA-PASO TEMPISQUE;7,1;170
;FILADELFIA-LOS JOCOTES;4,5;110
;  EXT FILADELFIA-PLAYAS DEL COCO;25,2;605
;  EXT FILADELFIA-SAN BLAS;25,1;635
;FILADELFIA-PLAYA PANAMA;35,9;920
;TARIFA MINIMA;0;110
;;;
529;FILADELFIA-GUINEA-BOLSON;(GPS);
;FILADELFIA-BOLSON;27;195
;FILADELFIA-ORTEGA;25,6;190
;FILADELFIA-GUINEA;14,9;160
;FILADELFIA-CORRALILLO;9,1;135
;;;
531;SANTA CRUZ-CARTAGENA-TEMPATE-PLAYA POTRERO;(GPS);
;SANTA CRUZ-TEMPATE;39,2;95
;SANTA CRUZ-CARTAGENA;32,2;85
;SANTA CRUZ-COYOLITO;27,2;85
;SANTA CRUZ-SANTA ANA;22,1;80
;TARIFA MINIMA;0;80
;;;
533;SANTA CRUZ-PARAISO;(GPS);
;SANTA CRUZ-JUNQUILLAL;36,58;1135
;SANTA CRUZ-PARAISO;32,99;1045
;SANTA CRUZ-LA CUESTA;31,57;1010
;SANTA CRUZ-CRUCE FLORIDA;28,56;925
;SANTA CRUZ-RIO SECO;27,08;850
;SANTA CRUZ-LAS DELICIAS;22,84;755
;SANTA CRUZ-27 DE ABRIL;19,34;870
;SANTA CRUZ-JOSE GUTIERREZ;16,83;760
;SANTA CRUZ-CAIMITO;14,29;630
;SANTA CRUZ-SAN PEDRO;11,48;530
;SANTA CRUZ-LAGUNILLA;8,46;395
;SANTA CRUZ-PUENTE NEGRO;6,11;330
;TARIFA MINIMA;0;330
;;;
558;SANTA CRUZ-HATILLO-PORTEGOLPE-EL LLANO;(GPS);
;SANTA CRUZ-EL LLANO;33,6;910
;SANTA CRUZ-PORTEGOLPE;26,9;730
;SANTA CRUZ-RINCON;23,3;630
;SANTA CRUZ-HATILLO ;20;545
;SANTA CRUZ-SAN JERONIMO;16,8;455
;SANTA CRUZ-CAIMITO;13,8;630
;SANTA CRUZ-SAN PEDRO;11,5;530
;SANTA CRUZ-LAGUNILLA;8,4;395
;SANTA CRUZ-CHIRCO;3;330
;TARIFA MINIMA;0;330
;;;
682;ESPARZA-PEÑAS BLANCAS;;
;ESPARZA-PEÑAS BLANCAS;21,8;210
;ESPARZA-CERRILLOS;16,1;150
;ESPARZA-SAN JERONIMO;8,9;125
;;;
684;BUENOS AIRES-BOLAS DE KRUGRA;(GPS);
;BUENOS AIRES-BOLAS DE KRUGRA;27,4;850
;BUENOS AIRES-LAS BRISAS;20,27;675
;BUENOS AIRES-SANTA EDUVIGUES;17,37;520
;BUENOS AIRES-EL BRUJO;12,33;295
;;;
558-A;TILARAN-TIERRAS MORENAS;(GPS);
;TILARAN-TIERRAS MORENAS;20,7;360
;TILARAN-SABALITO;16,3;245
;;;
534;SANTA CRUZ-MATAPALO;(GPS);
;SANTA CRUZ-MATAPALO;60,4;1335
;SANTA CRUZ-HUACAS;56,2;1335
;SANTA CRUZ-27 DE ABRIL-SANTA ROSA;53,88;1090
;SANTA CRUZ-SANTA ROSA;47,7;1090
;SANTA CRUZ-TAMARINDO;39,5;1080
;SANTA CRUZ-VILLA REAL;34,7;1065
;SANTA CRUZ-HERNANDEZ;31,2;960
;SANTA CRUZ-CAÑA FISTULA;27,4;1090
;SANTA CRUZ-SAN FRANCISCO;24,7;1000
;SANTA CRUZ-SONCOYO;22,2;890
;SANTA CRUZ-27 DE ABRIL;19,3;870
;SANTA CRUZ-JOSE GUTIERREZ;16,8;760
;SANTA CRUZ-CAIMITO;13,8;630
;SANTA CRUZ-SAN PEDRO;11,5;530
;SANTA CRUZ-LAGUNILLA;8,4;395
;SANTA CRUZ-PUENTE NEGRO;9,4;330
;TARIFA MINIMA;10,4;330
;;;
571;PLAYA AVELLANA-PINILLA-27 ABRIL-LAGUNILLA-SANTA CRUZ Y VICEVERSA;(GPS);
;SANTA CRUZ-PLAYA NEGRA;44,14;1325
;SANTA CRUZ-LOS PARGOS;43,36;1265
;SANTA CRUZ-AVELLANA;40,43;1220
;SANTA CRUZ-PINILLA;35,3;1040
;SANTA CRUZ-HERNANDEZ;31,07;905
;SANTA CRUZ-CEBADILLA;30,12;880
;SANTA CRUZ-CAÑA FISTULA;27,22;1090
;SANTA CRUZ-SAN FRANCISCO;24,58;1000
;SANTA CRUZ-SONCOYO;21,83;890
;SANTA CRUZ-27 DE ABRIL;19,17;870
;SANTA CRUZ-JOSE GUTIERREZ;16,98;760
;SANTA CRUZ-CAIMITO;14,28;630
;SANTA CRUZ-SAN PEDRO;11,6;530
;SANTA CRUZ-LAGUNILLA;8,47;395
;SANTA CRUZ-PUENTE NEGRO;3,1;330
;TARIFA MINIMA;0;330
;;;
535;UPALA-LAS DELICIAS-MEXICO;;
;UPALA-MEXICO;16;315
;UPALA-PATASTE;13;240
;UPALA-LAS DELICIAS;10;200
;UPALA-CABEZA LEON;7;155
;UPALA-FOSFORO;5;120
;;;
536;SANTA CRUZ-MARBELLA-NOSARA;(GPS);
;SANTA CRUZ-NOSARA;71,5;3370
;SANTA CRUZ-OSTIONAL;57,46;2710
;SANTA CRUZ-SAN JUANILLO;54,54;2570
;SANTA CRUZ-CUAJINIQUIL;51,54;2430
;SANTA CRUZ-VERACRUZ;51,34;2420
;SANTA CRUZ-MARBELLA;46,22;2175
;SANTA CRUZ-MANZANILLO;45,4;2140
;SANTA CRUZ-LAGARTO;40;1885
;SANTA CRUZ-VENADO;37,37;1765
;SANTA CRUZ-PARAISO;32,8;1545
;SANTA CRUZ-LA CUESTA;30,9;1460
;SANTA CRUZ-CRUCE A FLORIDA;28,55;1345
;SANTA CRUZ-RIO SECO;27,06;1275
;SANTA CRUZ-LAS DELICIAS;22,83;1075
;SANTA CRUZ-27 DE ABRIL;19,36;915
;SANTA CRUZ-JOSE GUTIERREZ;16,84;795
;SANTA CRUZ-CAIMITO;14,3;670
;SANTA CRUZ-SAN PEDRO;11,48;530
;SANTA CRUZ-LAGUNILLA;8,45;395
;SANTA CRUZ-PUENTE NEGRO;6,08;330
;TARIFA MINIMA;0;330
;;;
539;NICOYA-SAN LAZARO-SAN VICENTE-GUAITIL;;
;NICOYA-GUAITIL;20,09090909;140
;NICOYA-SAN VICENTE;19,31818182;135
;NICOYA-SAN LAZARO;17;130
;NICOYA-FLORIDA;14,4;120
;NICOYA-SAN ANTONIO;10,3;95
;;;
540;NICOYA-PUERTO JESUS;(GPS);
;NICOYA-PUERTO JESUS;24,12;165
;;;
541;NICOYA-HOJANCHA;;
;NICOYA-HOJANCHA;19;1260
;NICOYA-LOS ANGELES;14;945
;NICOYA-MANSION;11;725
;HOJANCHA-MANSION;8;725
;;;
544;NICOYA-PUERTO HUMO-ROSARIO;(GPS);
;NICOYA-ROSARIO;34,445;1000
;NICOYA-PUERTO HUMO;28,43;850
;NICOYA-POZO DE AGUA;24,16;820
;NICOYA-CAÑAL;19,03;590
;NICOYA-GALAN;26,4;590
;NICOYA-CORRALILLO;14,08;475
;;;
546;NICOYA-QUEBRADA HONDA-EL ROBLAR-COPAL;(GPS);
;NICOYA-EL COPAL;35;635
;NICOYA-EL ROBLAR;52,5;635
;NICOYA-LOMA BONITA;36,8;595
;NICOYA-EL POCHOTE;30;580
;NICOYA-QUEBRADA HONDA;33,6;580
;NICOYA-DIEGO TREJOS;30,4;495
;NICOYA-SAN JUAN;28,4;460
;NICOYA-BARRA HONDA;20,2;405
;NICOYA-PUEBLO VIEJO;16;350
;NICOYA-CRUCE A MANSION;14;330
;NICOYA-EL OBISPO;10,3;265
;NICOYA-PEDERNAL;7,9;265
;NICOYA-RIO GRANDE;5,6;250
;;;
548;NICOYA-BELEN-NOSARITA-SAMARA-PUERTO CARRILLO-EL CARMEN DE HOJANCHA-ESTRADA;(GPS);
;NICOYA-ESTRADA;48,6;1510
;NICOYA-CARRILLO;44,9;1415
;ESTRADA-NOSARA;45,1;1410
;NICOYA-SAMARA;34,8;1300
;NICOYA-BUENA VISTA;29,9;1265
;NICOYA-TERCIOPELO;27,9;1075
;NICOYA-MAQUENCO;24,1;905
;NICOYA-CUESTA GRANDE;19,6;695
;NICOYA-BELEN;16,1;615
;NICOYA-CAIMITAL;9,9;360
;TARIFA MINIMA;0;240
;  EXT NICOYA-NOSARA;62,1;1870
;  EXT SAMARA-NOSARA;33,9;840
;  EXT SAMARA-EL CARMEN;15,7;425
;;;
548;NICOYA-SAMARA-BOCAS DE NOSARA;(GPS);
;NICOYA-LA VIRGINIA;18,3;615
;NICOYA-CUAJINIQUIL;14,9;505
;NICOYA-GAMALOTAL;13,1;440
;NICOYA-DULCE NOMBRE;10,6;325
;NICOYA-CURIME;4;225
;;;
554;CAÑAS-TABOGA;;
;CAÑAS-ALTAMIRITA;19,9;525
;CAÑAS-TABOGA;15,9;435
;CAÑAS-BEBEDERO;15,1;360
;;;
556;TILARAN-QUEBRADA GRANDE-CABECERA DE CAÑAS;(GPS);
;TILARAN-CABECERA DE CAÑAS;28,25;815
;TILARAN-EL DOS;22,4;635
;TILARAN-SAN MIGUEL;14,1;475
;TILARAN-QUEBRADA GRANDE;7,8;355
;TILARAN-HACIENDA;4,6;295
;;;
561;NICOYA-MONTAÑITA-CORRAL DE PIEDRA;;
;NICOYA-CORRAL DE PIEDRA;26;195
;NICOYA-CABALLITO;26;195
;NICOYA-MONTAÑITA;0;110
;TARIFA MINIMA;0;80
;;;
562;FILADELFIA-LORENA-PORTEGOLPE;;
;EL FLOR-CABALLITO;16,69230769;190
;FILADELFIA-PORTEGOLPE;28;320
;FILADELFIA-LORENA;23;300
;FILADELFIA-CARTAGENA;22,1;260
;FILADELFIA-COYOLITO;17;220
;FILADELFIA-SANTA ANA;13;195
;SANTA ANA-CRUCE A BELEN;6;130
;TARIFA MINIMA;0;130
;;;
568;LA CRUZ-PUERTO SOLEY-TEMPATAL-EL JOBO Y RAMALES;(GPS);
;LA CRUZ-PUERTO SOLEY-TEMPATAL-EL JOBO;17,2;765
;LA CRUZ-SN DIMAS-LAS BRISAS-LA LIBERTAD;23,7;1055
;URBANO DE LA CRUZ;4,1;365
;;;
573 BS;TILARAN-NUEVO ARENAL-GUATUSO (BUSETAS);(GPS);
;TILARAN-GUATUSO;52,3;1445
;TILARAN-CABANGA;43,4;1250
;TILARAN-NUEVO ARENAL;29,5;535
;GUATUSO-NUEVO ARENAL;22,8;1250
;GUATUSO-CABANGA;8,9;535
;;;
577;NICOYA-JUAN DIAZ-COLA DE GALLO-LA ESPERANZA;;
;NICOYA- LA ESPERANZA;25;305
;NICOYA-BELLA VISTA;22;260
;NICOYA-COLA DE GALLO;20;240
;NICOYA-JUAN DIAZ;18;240
;NICOYA-NAMBI;10;100
;;;
587;TILARAN-PARCELAS DE QUEBRADA AZUL;(GPS);
;TILARAN-PARCELAS DE QUEBRADA AZUL;13,35;90
;;;
592;LIBERIA-CUAJINIQUIL;;
;LIBERIA-CUAJINIQUIL;54,65;560
;;;
593;LA CRUZ-CUAJINIQUIL   EXT PUERTO MORA;(GPS);
;  EXT LA CRUZ-PUERTO MORA;27,84;360
;LA CRUZ-CUAJINIQUIL;23;335
;;;
595;LA CRUZ-LA GARITA;;
;LA CRUZ-LA GARITA;26;210
;;;
596;NICOYA-ZAPOTE;;
;NICOYA-ZAPOTE;23;455
;NICOYA-BUENOS AIRES;19;390
;NICOYA-MORACIA;17;355
;NICOYA-CORRALILLO;14;270
;;;
597;BAGACES-BAGACSI-PLAYITAS;;
;BAGACES-PLAYITAS;26;295
;BAGACES-TAMARINDO;26;250
;BAGACES-FALCONIA;0;195
;;;
598;TILARAN-CABECERAS-SANTA ELENA-MONTEVERDE;(GPS);
;TILARAN-MONTEVERDE;41,89;955
;TILARAN-SANTA ELENA;37;835
;TILARAN-CABECERAS;27;640
;TILARAN-EL DOS (SAN RAMON);21;540
;TARIFA MINIMA;0;150
;;;
599;URBANO DE SANTA CRUZ;;
;URBANO DE SANTA CRUZ;0;90
;;;
1501;SAN JOSE-QUEBRADA HONDA-STA BARBARA-CORRALILLO-ORTEGA-BOLSON ;;
;SAN JOSE-QUEBRADA HONDA-STA BARBARA-CORRALILLO-ORTEGA-BOLSON ;100;1280
;;;
PERMISO;LAS JUNTA DE ABANGARES-LIBERIA;(GPS);
;LAS JUNTA DE ABANGARES-LIBERIA;82,3;2455
;;;
PERMISO;LIBERIA-PLAYA PANAMA;;
;LIBERIA-PLAYA PANAMA;38;275
;;;
PERMISO;NANDAYURE-ISLA DE BEJUCO-ISLITA;;
;NANDAYURE-ISLITA;45;1410
;NANDAYURE-COROZALITO;39;1130
;NANDAYURE-PILAS-PUEBLO NUEVO;35;890
;NANDAYURE-ISLA DE BEJUCO;31;840
;NANDAYURE-SAN GABRIEL;24;750
;;;
;PROVINCIA DE PUNTARENAS;;
;;;
601;SAN JOSE-PASO CANOAS (SERVICIO DIRECTO);(GPS);
;SAN JOSE-CIUDAD NEILY;329,53;7590
;SAN JOSE-PASO CANOAS;347,17;7970
;;;
601-603-605-612;SAN JOSE-ZONA SUR (SERVICIO REGULAR);(GPS);
;SAN JOSE-PASO CANOAS;347,17;7970
;SAN JOSE-COTO 47;339;7590
;SAN JOSE-GOLFITO;338,22;7590
;SAN JOSE-CIUDAD NEILY;329,53;7590
;SAN JOSE-RIO CLARO;313,26;7200
;SAN JOSE-Kmto. 23;304,56;7200
;SAN JOSE-Kmto. 40;296,84;6820
;SAN JOSE-PIEDRAS BLANCAS;287,99;6840
;SAN JOSE-FINCA ALAJUELA;284,81;6545
;SAN JOSE-JALACA;272,09;6545
;SAN JOSE-TINOCO;267,2;6255
;SAN JOSE-CIUDAD CORTES;270,33;6255
;SAN JOSE-OLLA CERO;261,24;6255
;SAN JOSE-PALMAR NORTE Y SUR;253,46;5955
;SAN JOSE-ZAPOTE;247;5725
;SAN JOSE-CAJON DE PALMAR NORTE;239,03;5725
;SAN JOSE-PUERTO NUEVO;232,77;5515
;SAN JOSE-CHANGUENA;228,44;5375
;SAN JOSE-CURRE;226,16;5375
;SAN JOSE-SAN ANDRES;212,07;4985
;SAN JOSE-PASO REAL;218,07;4985
;SAN JOSE-CATARATA;207,46;4985
;SAN JOSE-EL BRUJO;202,9;4980
;SAN JOSE-SAN LUIS;201,75;4705
;SAN JOSE-BUENOS AIRES;193,71;4705
;SAN JOSE-CEIBO;188,11;4485
;SAN JOSE-CAÑAS;180,57;4395
;SAN JOSE-ENTRADA A VOLCAN;174,62;4275
;SAN JOSE-CACAO;170,43;4005
;SAN JOSE-CONVENTO;165,47;4005
;SAN JOSE-LA UNION;159,66;4005
;SAN JOSE-CAJON DE BUENOS AIRES;153,01;3900
;SAN JOSE-PACUARE;146,07;3665
;SAN JOSE-LA FRESCA;259,7873211;5685
;;;
604 A;SAN ISIDRO DE EL GRAL-SAN VITO-AGUA BUENA;(GPS);
;SAN ISIDRO-AGUA BUENA;161,5;4520
;SAN ISIDRO-SAN VITO;138,36;4055
;SAN ISIDRO-JABILLOS;112,13;3160
;SAN ISIDRO-LAS TABLAS;108,33;2950
;SAN ISIDRO-PASO REAL;92,43;2190
;SAN ISIDRO-BUENOS AIRES;64,95;1405
;;;
605 A;SAN ISIDRO DE EL GRAL-CIUDAD NEILY;(GPS);
;SAN ISIDRO-CIUDAD NEILY;203,94;4425
;SAN ISIDRO-RIO CLARO;187,67;4145
;SAN ISIDRO-KMTO 37;190,8578102;3900
;SAN ISIDRO-PIEDRAS BLANCAS;162,35;3845
;SAN ISIDRO-VENECIA;164;3555
;SAN ISIDRO-PALMAR;113,39;3200
;SAN ISIDRO-PASO REAL;92,43;2055
;SAN ISIDRO-BUENOS AIRES;61,7;1540
;SAN ISIDRO-VOLCAN;42,61;1190
;SAN ISIDRO-PACUARE;14,06;515
;;;
608 SD;SAN JOSE-SAN VITO-AGUA BUENA x PASO REAL (SERVICIO DIRECTO);(GPS);
;SAN JOSE-SAN VITO-AGUA BUENA x PASO REAL;287,06;7200
;;;
608;SAN JOSE-SAN VITO-AGUA BUENA x PASO REAL (SERVICIO REGULAR);(GPS);
;SAN JOSE-SABALITO;272,79;7360
;SAN JOSE-AGUA BUENA;287,06;7200
;SAN JOSE-SAN VITO;264;6940
;SAN ISIDRO DE EL GRAL-SABALITO;140,78;3610
;SAN ISIDRO DE EL GRAL-AGUA BUENA;155,05;3610
;SAN ISIDRO DE EL GRAL-SAN VITO;131,99;3610
;;;
608;SAN JOSE-SAN VITO-AGUA BUENA x CIUDAD NEILY (CASOS DE EMERGENCIA);(GPS);
;SAN JOSE-SAN VITO-AGUA BUENA x C. NEILY;347,5;8380
;;;
612 SD;SAN JOSE-GOLFITO (SERVICIO DIRECTO);(GPS);
;SAN JOSE-GOLFITO;338,22;7590
;;;
602-602 SD;SAN JOSE-MIRAMAR DE PUNTARENAS;(GPS);
;SAN JOSE-MIRAMAR (SERVICIO REGULAR);110;2320
;SAN JOSE-MIRAMAR (SERVICIO DIRECTO);110;2320
;;;
656;MIRAMAR-PALMITAL-CEDRAL-OJO DE AGUA;(GPS);
;MIRAMAR-OJO DE AGUA;38;930
;MIRAMAR-CORAZON DE JESUS;35;930
;MIRAMAR-CEDRAL;26;665
;MIRAMAR-PALMITAL;18;500
;MIRAMAR-LAGUNA;15;310
;MIRAMAR-TAJO ALTO;6;250
;;;
606;OROTINA-JACO;(GPS);
;OROTINA-JACO;50,86;1005
;OROTINA-TARCOLES;25,86;625
;OROTINA-LAGUNILLA;14,74;510
;OROTINA-LIMONAL;7,08;340
;OROTINA-COYOLAR;5,8;240
;HERRADURA-OROTINA;43,66;840
;HERRADURA-MASTATE;39,5;775
;HERRADURA-SANTA RITA;33;635
;HERRADURA-JACO;12;245
;TARIFA MINIMA;0;240
;;;
613;SAN JOSE-QUEPOS x PURISCAL;(GPS);
;SAN JOSE-QUEPOS x PURISCAL;139,1;3615
;QUEPOS-PURISCAL;96,6;2260
;QUEPOS-LA LEGUA;90,5;2105
;QUEPOS-SANTA MARTA;86,2;2005
;QUEPOS-JILGUERAL;82,4;1895
;QUEPOS-LA PALMA;79,5;1895
;QUEPOS-SALITRALES;75,2;1755
;QUEPOS-SAN RAMON;72,2;1680
;QUEPOS-SANTA ROSA;63,3;1430
;QUEPOS-GUARUMAL;60,8;1430
;QUEPOS-NARANJAL;57;1345
;QUEPOS-LA GLORIA;54;1250
;QUEPOS-LOS ANGELES;45,9;1050
;QUEPOS-VISTA DE MAR;42,5;990
;QUEPOS-CHIRIS;38;900
;QUEPOS-GUACIMAL;26,98536585;690
;QUEPOS-PARRITA;24;480
;TARIFA MINIMA PURISCAL-QUEPOS;11,24390244;295
;;;
613;SAN JOSE-QUEPOS x CARRETERA COSTANERA;(GPS);
;SAN JOSE-QUEPOS x CARRETERA COSTANERA;174,5;4360
;;;
613 SD;SAN JOSE-QUEPOS-PLAYAS DE MANUEL ANTONIO (SERVICIO DIRECTO);(GPS);
;SAN JOSE-PLAYAS DE MANUEL ANTONIO;181,55;4675
;;;
614;PUNTARENAS-Bº EL CARMEN;(GPS);
;PUNTARENAS-Bº EL CARMEN;2,16;255
;;;
616;PUNTARENAS-Bº 20 DE NOVIEMBRE;(GPS);
;PUNTARENAS-Bº 20 DE NOVIEMBRE;7,85;355
;PUNTARENAS-EL COCAL;1,99;355
;;;
617;PUNTARENAS-EL COCAL-FRAY CASIANO;(GPS);
;PUNTARENAS-FRAY CASIANO;11,75;355
;PUNTARENAS-CHACARITA;6,28;355
;PUNTARENAS-EL COCAL;1,99;355
;;;
618;PUNTARENAS-EL ROBLE;(GPS);
;PUNTARENAS-EL ROBLE;13,485;385
;PUNTARENAS-CARRIZAL;7,52;385
;PUNTARENAS-EL COCAL;1,92;385
;  EXT PUNTARENAS-CALLE LA CHINA;13,935;385
;;;
619 BS;PUNTARENAS-INVU-BARRANCA (BUSETAS);(GPS);
;PUNTARENAS-INVU-BARRANCA;15,4;385
;;;
620;PUNTARENAS-BARRANCA-PLAYON;(GPS);
;PUNTARENAS-PLAYON;16,76;390
;PUNTARENAS-RIOJALANDIA;15,3;390
;PUNTARENAS-BARRANCA;14,5;390
;PUNTARENAS-JUANITO MORA;13,09;390
;PUNTARENAS-EL ROBLE;11,39;390
;PUNTARENAS-CARRIZAL;7,58;390
;PUNTARENAS-CHACARITA;5,8;390
;PUNTARENAS-EL COCAL;2,02;390
;TARIFA MINIMA;0;390
;;;
620 BS;PUNTARENAS-BARRANCA-PLAYON (BUSETAS);(GPS);
;PUNTARENAS-BARRANCA-PLAYON;16,76;390
;;;
620 EXT BS;PUNTARENAS-CARMEN LYRA (BUSETAS);(GPS);
;PUNTARENAS-CARMEN LYRA;16,59;415
;PUNTARENAS-BARRANCA;14,5;390
;;;
652 MB;PUNTARENAS-SAN MIGUEL DE BARRANCA (MICROBUS);(GPS);
;PUNTARENAS-SAN MIGUEL;19,15;410
;PUNTARENAS-BARRANCA;15,86;385
;;;
652 EXT;PUNTARENAS-SAN MIGUELITO;(GPS);
;PUNTARENAS-SAN MIGUEL;19,15;410
;PUNTARENAS-BARRANCA;15,86;385
;;;
621;ESPARZA-SAN JUAN CHIQUITO-SAN JUAN GRANDE;(GPS);
;ESPARZA-SAN JUAN CHIQUITO-SAN JUAN GRANDE;6,1;495
;;;
623;PUNTARENAS-PITAHAYA;(GPS);
;PUNTARENAS-PITAHAYA;40,1;390
;PUNTARENAS-ARANJUEZ;35,1;360
;PUNTARENAS-CIRUELAS;25,2;200
;PUNTARENAS-CUATRO CRUCES;22,1;160
;PUNTARENAS-BARRANCA;14,5;235
;PUNTARENAS-EL ROBLE;11,5;225
;PUNTARENAS-CARRIZAL;7,2;185
;;;
624;PUNTARENAS-COSTA DE PAJAROS-MANZANILLO-ABANGARITOS;;
;PUNTARENAS-ABANGARITOS;68,5;1350
;PUNTARENAS-MANZANILLO;64,8;1250
;PUNTARENAS-COSTA DE PAJAROS;61,3;1230
;PUNTARENAS-MORALES;55,7;1200
;PUNTARENAS-PUNTA MORALES;49,2;1105
;PUNTARENAS-LAGARTO SUR;47;1065
;PUNTARENAS-SAN GERARDO (CLINICA);39,5;980
;ABANGARITOS-MANZANILLO-COSTA DE PAJAROS-CLINICA CCSS;0;780
;TARIFA MINIMA;0;210
;;;
626;PUNTARENAS-MIRAMAR (SERVICIO REGULAR);(GPS);
;PUNTARENAS-MIRAMAR;29,8;665
;PUNTARENAS-CUATRO CRUCES;22;470
;PUNTARENAS-BARRANCA;12,9;320
;PUNTARENAS-EL ROBLE;11,2;320
;PUNTARENAS-HOSPITAL;9,11;280
;PUNTARENAS-CARRIZAL;7,1;265
;PUNTARENAS-CHACARITA;6,38;265
;MIRAMAR-CARRIZAL;22,7;460
;MIRAMAR-EL ROBLE;18,6;415
;MIRAMAR-HOSPITAL;20,69;415
;MIRAMAR-BARRANCA;16,9;290
;MIRAMAR-RECOPE;11,5;280
;MIRAMAR-CUATRO CRUCES;7,8;205
;MIRAMAR-SAN ISIDRO;4,5;180
;MIRAMAR-LAS DELICIAS;2,5;180
;TARIFA MINIMA;0;180
