Ruta;Descripción;Km por Viaje;Tarifa Vigente
202;SAN JOSE-PALMARES;(GPS);
;SAN JOSE-PALMARES;57,3;1040
;;;
202;SAN JOSE-PALMARES;(GPS);
;SAN JOSE-PALMARES;57,3;985
;;;
203-246;SAN JOSE-ALAJUELA-ATENAS;(GPS);
;SAN JOSE-ATENAS;41,8;1010
;SAN JOSE-ALAJUELA;16,9;690
;ATENAS-ALAJUELA;23,7;715
;ATENAS-LA GARITA (ESCUELA);11,2;365
;ATENAS-CALLE LA GARITA;11,8;310
;TARIFA MINIMA;0;295
;;;
251;ATENAS-SABANA LARGA-Bº JESUS;(GPS);
;ATENAS-ESTANQUILLO;13,1;505
;ATENAS-Bº JESUS;5,2;265
;ATENAS-SABANA LARGA;2,7;235
;;;
204;SAN JOSE-SAN RAMON (SERVICIO REGULAR);;
;SAN JOSE-SAN RAMON;66,07;1410
;;;
204 SD;SAN JOSE-SAN RAMON (SERVICIO DIRECTO);;
;SAN JOSE-SAN RAMON;58,87;1410
;;;
600;SAN JOSE-PUNTARENAS (SERVICIO REGULAR);;
;SAN JOSE-PUNTARENAS;120,4;2640
;SAN JOSE-ESPARZA;99;2100
;SAN JOSE-SAN RAMON;66,07;1410
;PUNTARENAS-SAN RAMON;56,7;1275
;ESPARZA-SAN RAMON;35,3;1010
;SAN RAMON-LA ANGOSTURA;28,896;605
;SAN RAMON-RIO JESUS;11,9;485
;TARIFA MINIMA;0;485
;;;
600 SD;SAN JOSE-PUNTARENAS (SERVICIO DIRECTO);;
;SAN JOSE-PUNTARENAS;112,9;2640
;;;
205;SAN JOSE-CIUDAD QUESADA (SERVICIO REGULAR);(GPS);
;SAN JOSE-CIUDAD QUESADA;197,4;1860
;SAN JOSE-ZARCERO DE ALFARO RUIZ;69,7;1380
;SAN JOSE-NARANJO;50,5;1075
;;;
205;SAN JOSE-CIUDAD QUESADA (SERVICIO DIRECTO);(GPS);
;SAN JOSE-CIUDAD QUESADA;191;1860
;;;
205;SAN JOSE-CIUDAD QUESADA-LA FORTUNA   EXT GUATUSO;(GPS);
;SAN JOSE-GUATUSO;378,9;2640
;SAN JOSE-LA FORTUNA;284,8;2575
;SAN JOSE-CIUDAD QUESADA;98,4;1800
;SAN JOSE-NARANJO;50,5;1075
;;;
205;SAN JOSE-CIUDAD QUESADA-PITAL;(GPS);
;SAN JOSE-PITAL;257;2120
;SAN JOSE-CIUDAD QUESADA;98,4;1860
;SAN JOSE-ZARCERO DE ALFARO RUIZ;69,7;1380
;SAN JOSE-NARANJO;50,5;1075
;;;
205;SAN JOSE-VENECIA DE SAN CARLOS-SAN MIGUEL (SERVICIO REGULAR);(GPS);
;SAN JOSE-VENECIA-SAN MIGUEL;139,1;2210
;SAN JOSE-CIUDAD QUESADA;98,4;1860
;SAN JOSE-ZARCERO DE ALFARO RUIZ;69,7;1380
;SAN JOSE-NARANJO;50,5;1075
;;;
205;SAN JOSE-LOS CHILES-FRONTERA NORTE (SERVICIO DIRECTO);;
;SAN JOSE-LOS CHILES-FRONTERA NORTE;390,2;3015
;SAN JOSE-SANTA ROSA;142,5;2575
;SAN JOSE-CIUDAD QUESADA;98,4;1860
;SAN JOSE-ZARCERO DE ALFARO RUIZ;50,5;1380
;;;
206;CIUDAD QUESADA-ESQUIPULAS-PITALITO-BUENOS AIRES;(GPS);
;CIUDAD QUESADA-ESQUIPULAS-PITALITO-BUENOS AIRES;26,2;780
;;;
282;CIUDAD QUESADA-PITAL;(GPS);
;CIUDAD QUESADA-PITAL;30,2;740
;CIUDAD QUESADA-LAS DELICIAS;23,4;600
;CIUDAD QUESADA-LOS CHILES DE AGUAS ZARCAS;20,6;490
;CIUDAD QUESADA-AGUAS ZARCAS;17;485
;CIUDAD QUESADA-LA MARINA;13,1;350
;CIUDAD QUESADA-SAN JUAN;9,81;290
;PITAL-AGUAS ZARCAS;13,2;375
;  EXT PITAL-VERACRUZ;9,34;495
;TARIFA MINIMA;0;215
;;;
237;CIUDAD QUESADA-AGUAS ZARCAS-LA GLORIA;;
;CIUDAD QUESADA-AGUAS ZARCAS-LA GLORIA;40,05;480
;;;
207;ALAJUELA-LA GARITA-CEBADILLA-SAN MIGUEL;(GPS);
;ALAJUELA-EL EMBALSE (ICE);25,7;535
;ALAJUELA-SAN MIGUEL;24,6;535
;ALAJUELA-CEBADILLA CENTRO;22,5;535
;ALAJUELA-EL APAGON;20,6;470
;ALAJUELA-TURRUCARES CENTRO;19,2;470
;ALAJUELA-LA TORRE;16,8;340
;ALAJUELA-BAJO LA GARITA;14,8;340
;ALAJUELA-LA GARITA;12,6;340
;ALAJUELA-PLANTA FERROCARRIL P.;10,8;280
;ALAJUELA-EL DOLLAR (WRANGLER);7,6;280
;ALAJUELA-LA U (ESTACION EXPERIMENTAL)-DULCE NOMBRE;5,9;250
;TARIFA MINIMA;0;280
;;;
240;GRECIA-PUENTE DE PIEDRA-RINCON DE SALAS-F.A.N.A.L.;(GPS);
;GRECIA-FABRICA NACIONAL DE LICORES;11,75;460
;GRECIA-PORO;2,85;460
;GRECIA-PUENTE DE PIEDRA;4,82;460
;GRECIA-RINCON DE SALAS SUR;11,49;460
;GRECIA-RINCON DE SALAS NORTE;7,5;460
;GRECIA-CALLE LOS MANGOS;8,4;460
;GRECIA-CALLE LOMAS;5,95;460
;GRECIA-CALLE ROSALES;3,63;460
;TARIFA MINIMA;0;460
;;;
208;ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA;(GPS);
;ALAJUELA-ROSALES;8,765;335
;ALAJUELA-LA CLAUDIA;8,67;335
;ALAJUELA-SANTA BARBARA;8,66;335
;ALAJUELA-URBANIZACION SILVIA EUGENIA;6,77;335
;;;
296;ALAJUELA-INVU LAS CAÑAS Y RAMALES;(GPS);
;ALAJUELA-INVU LA CAÑAS;5,67;205
;ALAJUELA-BARRIO FATIMA;5,3;205
;ALAJUELA-URBANIZACION EL PACITO;6,15;205
;;;
209;PITAL-LA TABLA-SANTA RITA-SANTA ISABEL-SAN RAFAEL;(GPS);
;PITAL-BAJO SAN RAFAEL;24,13;290
;PITAL-SANTA ISABEL;16,89;210
;PITAL-SANTA RITA;10,07;190
;PITAL-LA TABLA;7,06;130
;TARIFA MINIMA;0;95
;;;
210;SAN JOSE-OROTINA   EXT LABRADOR (SERVICIO REGULAR);;
;  EXT SAN JOSE-LABRADOR;88,19;1575
;SAN JOSE-OROTINA;69,36;1245
;SAN JOSE-DESMONTE;58,58;1045
;SAN JOSE-ATENAS;45,22;810
;SAN JOSE-ALAJUELA;18,83;395
;TARIFA MINIMA;0;185
;;;
210 SD;SAN JOSE-OROTINA (SERVICIO DIRECTO);;
;SAN JOSE-OROTINA;69,36;1245
;;;
1207;OROTINA-EL BARRO-RIO TURRUBARES;;
;OROTINA-RIO TURRUBARES;18,1;135
;OROTINA-EL BARRO;16,2;135
;OROTINA-POZO ANGELES;10,1;100
;OROTINA-EL LLANO;6,2;100
;OROTINA-EL TIGRE;1,8;100
;;;
214;SAN JOSE-ZARCERO-LAGUNA DE ALFARO RUIZ;;
;SAN JOSE-LAGUNA DE ALFARO RUIZ;70,1;1265
;SAN JOSE-ZARCERO;67;1195
;SAN JOSE-LLANO BONITO;59;1090
;SAN JOSE-SAN JUANILLO;53,7;1070
;SAN JOSE-SAN JUAN DE NARANJO;51,8;1070
;SAN JOSE-NARANJO;47;1070
;;;
215;PITAL-BOCA TAPADA EXT LOS ANGELES-COOPE-ISABEL;(GPS);
;PITAL-BOCA TAPADA ;31,39;360
;PITAL-HACIENDA TRES AMIGOS;24;315
;PITAL-EL OJOCHE;21;185
;PITAL-SAHINO;14,75;160
;PITAL-CRUCE DEL PALMAR;11,77;140
;PITAL-CRUCE PIEDRA ALEGRE ;10,3;125
;PITAL-LA LEGUA;8,25;105
;PITAL-CRUCE LOS ANGELES;5,17;85
;EXT PITAL-PIEDRA ALEGRE;16,68;205
;EXT PITAL-SANTA ELENA;13,98;170
;EXT PITAL-COOPE  ISABEL;11,06;135
;EXT PITAL-CENTRO LOS ANGELES;9,27;115
;EXT PITAL-EL ENCANTO;7,39;105
;TARIFA MINIMA;0;85
;;;
217;SAN JOSE-BELEN-LA REFORMA-LA GUACIMA-SAN RAFAEL-URB. LA PAZ;(GPS);
;SAN JOSE-LA GUACIMA ABAJO;26,8;775
;SAN JOSE-LA GUACIMA;23,5;650
;SAN JOSE-LA REFORMA;23,7;565
;SAN JOSE-OJO DE AGUA;19,4;565
;SAN JOSE-LA RIBERA-OJO DE AGUA;19,4;565
;SAN JOSE-URBANIZACION LA PAZ;21,85;535
;SAN JOSE-SAN RAFAEL;18,9;535
;SAN JOSE-SAN ANTONIO DE BELEN;14,9;435
;LA GUACIMA-LA ASUNCION DE BELEN;13,9;410
;LA GUACIMA-SAN ANTONIO DE BELEN;11,9;410
;LA GUACIMA-SAN RAFAEL;7,9;370
;SAN RAFAEL-LA ASUNCION DE BELEN;6;370
;SAN RAFAEL-SAN ANTONIO DE BELEN;4;290
;TARIFA MINIMA;0;260
;;;
218;CIUDAD QUESADA-SAN MARCOS DE CUTRIS   EXT BETANIA;(GPS);
;  EXT CIUDAD QUESADA-BETANIA;60,8;1915
;CIUDAD QUESADA-SAN MARCOS DE CUTRIS;53,9;1715
;CIUDAD QUESADA-SAN PEDRO;49,7;1470
;CIUDAD QUESADA-BELLAVISTA;46,3;1270
;CIUDAD QUESADA-SAN JORGE DE CUTRIS;43,2;1220
;CIUDAD QUESADA-SANTA TERESA;38,2;1135
;CIUDAD QUESADA-CRUCE A SANTA TERESA;36,3;1030
;CIUDAD QUESADA-ARENAL;31,9;1030
;CIUDAD QUESADA-KOOPER;25,3;910
;CIUDAD QUESADA-MUELLE;23,6;855
;CIUDAD QUESADA-PLATANAR;16,1;640
;CIUDAD QUESADA-QUEBRADA AZUL;13,8;535
;CIUDAD QUESADA-FLORENCIA;9;410
;;;
219;GRECIA-BAJOS DEL TORO-SANTA ISABEL-SAN RAFAEL DE RIO CUARTO;(GPS);
;GRECIA-SANTA ISABEL DE RIO CUARTO;68,6;2065
;GRECIA-SANTA RITA DE RIO CUARTO;62,5;1845
;GRECIA-RIO CUARTO;53,3;1575
;GRECIA-BAJOS DEL TORO AMARILLO;31,7;925
;;;
220;ALAJUELA-Bº SAN JOSE Y RAMALES;(GPS);
;ALAJUELA-Bº SAN JOSE Y RAMALES;6,8;230
;;;
221;ALAJUELA-ITIQUIS-INVU-TACACORI-CALLE LORIA;;
;ALAJUELA-HACIENDA;6,4;305
;ALAJUELA-CALLE LORIA;7;305
;ALAJUELA-TACACORI;6,55;305
;ALAJUELA-INVU;5,55;305
;ALAJUELA-ITIQUIS;4,5;305
;;;
222;ALAJUELA-SAN ANTONIO-EL ROBLE;(GPS);
;ALAJUELA-EL ROBLE;5,21;175
;;;
235;ALAJUELA-MONSERRAT-VILLA BONITA-LOTES MURILLO;(GPS);
;ALAJUELA-SAN ANTONIO;2,7;155
;ALAJUELA-LOTES MURILLO;3,15;155
;ALAJUELA-MONSERRAT;1,74;155
;TARIFA MINIMA;0;155
;;;
223;ALAJUELA-CIRUELAS-LA GUACIMA-LAS VUELTAS;(GPS);
;ALAJUELA-LAS VUELTAS;14,98;390
;ALAJUELA-LA GUACIMA;9,28;245
;ALAJUELA-CIRUELAS;6,86;205
;ALAJUELA-EL ROBLE;5,01;175
;;;
223 BS;ALAJUELA-CIRUELAS (BUSETAS);(GPS);
;ALAJUELA-CIRUELAS;6,86;205
;;;
223 A;ALAJUELA-RINCON HERRERA;(GPS);
;ALAJUELA-RINCON HERRERA;7,24;245
;;;
223 B;ALAJUELA-URBANIZACION LA PRADERA;(GPS);
;ALAJUELA-URBANIZACION LA PRADERA;7,95;245
;;;
223 C;ALAJUELA-CALLE SANCHEZ;(GPS);
;ALAJUELA-CALLE SANCHEZ;9,88;245
;;;
225-A;ALAJUELA-PLYWOOD Y VICEVERSA;(GPS);
;ALAJUELA-MONTECILLOS;2,845;140
;ALAJUELA-PLYWOOD;4,375;145
;;;
226;ALAJUELA-EL CACAO-ALTOS Y RINCON DE CACAO;(GPS);
;ALAJUELA-EL CACAO-ALTOS Y RINCON DE CACAO;11,7;305
;;;
227;ALAJUELA-GUADALUPE-PUENTE NEGRO;;
;ALAJUELA-PUENTE NEGRO;6,35;185
;ALAJUELA-GUADALUPE;5,25;185
;  EXT URB. LOS ANGELES-EL LLANO-LA GLORIA;5,95;185
;;;
228;ALAJUELA-CARRILLOS-CHILAMATE-POAS;(GPS);
;SAN PEDRO DE POAS-ALAJUELA;17,8;480
;SAN PEDRO DE POAS-BAJO CARRILLOS;9,3;340
;SAN PEDRO DE POAS-ALTO CARRILLOS;8;340
;SAN PEDRO DE POAS-CHILAMATE;4,6;275
;ALAJUELA-CARRILLOS DE POAS;8,5;340
;TARIFA MINIMA;0;220
;;;
229;ALAJUELA-EL COYOL   EXT BOSQUE ENCANTADO;(GPS);
;ALAJUELA-PUENTE RIO ALAJUELA-BOSQUE ENCANTADO;11,48;355
;ALAJUELA-CALLE LOS LLANOS;9,63;295
;ALAJUELA-EL COYOL X PISTA;;295
;ALAJUELA-IGLESIA;5,18;290
;ALAJUELA-VILLA RICA;3,6;290
;CALLE LOS LLANOS-PUENTE RIO ALAJUELA-BOSQUE ENCANTADO;1,85;290
;;;
231;ALAJUELA-TAMBOR-TACACORI;(GPS);
;ALAJUELA-CALLE VARGAS;11,1;215
;ALAJUELA-TACACORI x TAMBOR;11,1;215
;ALAJUELA-TAMBOR;7,3;215
;ALAJUELA-CRUCE GRECIA;5,4;215
;Bº SAN JOSE-TACACORI;7,9;215
;;;
232;ALAJUELA-SAN ISIDRO-SABANILLA;;
;  EXT ALAJUELA-CRUCE VOLCAN POAS (JAULARES);19,05;820
;  EXT ALAJUELA-LAGUNA DE FRAIJANES;16,4;735
;  EXT ALAJUELA-DULCE NOMBRE;14,5;645
;  EXT ALAJUELA-EL CERRO POR SAN ISIDRO;12,9;485
;  EXT ALAJUELA-EL CERRO POR CALLE VARGAS;12,9;485
;  EXT ALAJUELA-LA CHAPARRA;11,9;450
;ALAJUELA-LOS ANGELES;16;485
;ALAJUELA-SABANILLA POR SAN ISIDRO;15,25;485
;ALAJUELA-SABANILLA POR CALLE VARGAS;15,25;485
;ALAJUELA-SAN ISIDRO;9,75;320
;ALAJUELA-PILAS;7,25;290
;ALAJUELA-CALLE VARGAS;7,25;290
;TARIFA MINIMA;0;290
;;;
233;ALAJUELA-SAN ANTONIO DE BELEN-LA REFORMA;(GPS);
;ALAJUELA-SAN RAFAEL-SAN ANTONIO DE BELEN;17,08;270
;ALAJUELA-SAN RAFAEL-LA REFORMA;10,82;255
;ALAJUELA-CALLE MONGE-SAN FRANCISCO;8,875;255
;SAN RAFAEL-SAN ANTONIO DE BELEN;3,25;255
;SAN RAFAEL-COCO-REFORMA-URB. LOS PORTONES;5,81;195
;ALAJUELA-EL COCO;3,9;195
;;;
233;ALAJUELA-OJO DE AGUA-SAN ANTONIO DE BELEN;(GPS);
;ALAJUELA-LA ASUNCION DE BELEN-OJO DE AGUA;8,12;235
;ALAJUELA-SAN ANTONIO DE BELEN;9,66;235
;ALAJUELA-LA CANDELA;4,6;210
;TARIFA MINIMA;0;210
;;;
224;ALAJUELA-CALLE LA TIGRA-PUEBLO NUEVO;;
;ALAJUELA-CALLE LA TIGRA-PUEBLO NUEVO;4,59;185
;;;
234;CIUDAD QUESADA-GUATUSO-EL VALLE-UPALA;(GPS);
;CIUDAD QUESADA-UPALA;138,96;2560
;CIUDAD QUESADA-COLONIA PUNTARENAS;127,05;2365
;CIUDAD QUESADA-SAN LUIS DE UPALA;120;2255
;CIUDAD QUESADA-EL VALLE;111,92;2115
;CIUDAD QUESADA-ENTRADA AL VALLE;107,58;2040
;CIUDAD QUESADA-KATIRA;105,8;2005
;CIUDAD QUESADA-GUATUSO;91,25;1775
;CIUDAD QUESADA-MONTERREY;65,9;1365
;CIUDAD QUESADA-LA FORTUNA;43,92;1390
;CIUDAD QUESADA-EL TANQUE;36,71;1115
;CIUDAD QUESADA-LOS ANGELES;32,99;1045
;CIUDAD QUESADA-LA VEGA;23,19;780
;CIUDAD QUESADA-JAVILLOS;18,04;610
;CIUDAD QUESADA-SANTA CLARA;13,8;535
;CIUDAD QUESADA-CUESTILLAS;12,06;495
;CIUDAD QUESADA-FLORENCIA;9,17;450
;CIUDAD QUESADA-PUENTE CASA;5,79;300
;TARIFA MINIMA;0;360
;GUATUSO-EL VALLE;20,67;625
;GUATUSO-FLORENCIA;82,08;1635
;UPALA-GUATUSO;47,71;1065
;CIUDAD QUESADA-LA TIGRA DE VENADO;87,4;1710
;;;
238;GRECIA-PERALTA-LA ARGENTINA-CALLE RAICERO;(GPS);
;GRECIA-LA ARGENTINA;6,9;300
;GRECIA-PERALTA;4,8;240
;GRECIA-RINCON DE ARIAS;1,9;240
;  EXT GRECIA-SAN DIMAS;8,8;300
;  EXT GRECIA-PULPERIA MARIO;8,8;300
;;;
239;ALAJUELA-LA MANDARINA-DULCE NOMBRE;;
;ALAJUELA-DULCE NOMBRE;10,8;225
;ALAJUELA-LA MANDARINA;5,4;225
;ALAJUELA-Bº SAN JOSE;3,2;225
;;;
510;SAN JOSE-BAGACES;(GPS);
;SAN JOSE-BAGACES;191,05;3985
;;;
241;GRECIA-SAN VICENTE-LA ARENA-EL GUAYABAL-SANTA GERTRUDIS Y VICEVERSA;(GPS);
;GRECIA-SAN VICENTE-LA ARENA-EL GUAYABAL-SANTA GERTRUDIS Y VICEVERSA;9,775;450
;;;
242;GRECIA-BARRIO LATINO-LOS ANGELES-CAJON Y VICEVERSA;(GPS);
;GRECIA-BARRIO LATINO-LOS ANGELES-CAJON Y VICEVERSA;8,865;450
;;;
243;GRECIA-BARRIO LATINO-SAN ROQUE-SAN MIGUEL-CARBONAL-EXT HIGUERONES Y VICEVERSA;(GPS);
;GRECIA-BARRIO LATINO-SAN ROQUE-SAN MIGUEL-CARBONAL-EXT HIGUERONES Y VICEVERSA;8,925;450
;;;
244;GRECIA-COOPERATIVA-SANTA GERTRUDIS-SAN RAFAEL-SAN PEDRO DE POAS Y RAMALES: CALLE EL ACHIOTE-CALLE ROSALES-CALLE SAN JOSE-CALLE RODRIGUEZ-CALLE EL SITIO-LA Y GRIEGA(CAMINO A LOS CHORROS), SANTA ROSA, RATONDILLAL, CHURUCA, GUATUSA, CALLE LILES, LOS LOTES;(GPS);
;GRECIA-COOPERATIVA-SANTA GERTRUDIS-SAN RAFAEL-SAN PEDRO DE POAS Y RAMALES: CALLE EL ACHIOTE-CALLE ROSALES-CALLE SAN JOSE-CALLE RODRIGUEZ-CALLE EL SITIO-LA Y GRIEGA(CAMINO A LOS CHORROS), SANTA ROSA, RATONDILLAL, CHURUCA, GUATUSA, CALLE LILES, LOS LOTES;13,66;450
;;;
245;GRECIA-SAN ISIDRO-CALLE RODRIGUEZ;;
;GRECIA-CALLE RODRIGUEZ;10,4;455
;GRECIA-SAN FRANCISCO;10;455
;GRECIA-SAN ISIDRO;7,7;455
;GRECIA-COOPERATIVA VICTORIA;4;455
;;;
247;ATENAS-LOS ANGELES-RIO GRANDE-BALSA;;
;ATENAS-BALSA;11,8;435
;ATENAS-PAN DE AZUCAR;10,2;355
;ATENAS-RIO GRANDE;6,8;290
;ATENAS-LOS ANGELES;2;215
;RIO GRANDE-ESTACION;2,4;215
;RIO GRANDE-CRUCE LA GARITA;2,4;215
;;;
248;PITAL-SAN RAFAEL-PANGOLA;(GPS);
;PITAL-PANGOLA;30,73;315
;PITAL-SAN RAFAEL ;23,27;240
;;;
249;ATENAS-Bº SAN JOSE DE ATENAS;(GPS);
;ATENAS-Bº SAN JOSE NORTE;7,315;285
;ATENAS-MORAZAN ARRIBA;8,23;285
;ATENAS-ALTO LOPEZ;6,04;255
;ATENAS-MORAZAN ABAJO;7,17;255
;ATENAS-Bº SAN JOSE SUR;4,61;210
;TARIFA MINIMA;0;160
;;;
250;ATENAS-SANTA EULALIA;(GPS);
;ATENAS-SANTA EULALIA;7,5;435
;;;
252;ATENAS-Bº MERCEDES-PAVAS-SAN ISIDRO;;
;ATENAS-PAVAS;9;95
;ATENAS-SAN ISIDRO (BENEFICIO);8;95
;ATENAS-BAJO CACAO;7;95
;ATENAS-PLANCILLO;6;95
;ATENAS-Bº MERCEDES;5;95
;ATENAS-Bº FATIMA;1,5;95
;;;
254;ALAJUELA-SAN PEDRO DE POAS-SAN RAFAEL DE POAS;(GPS);
;ALAJUELA-SAN RAFAEL DE POAS;16,135;600
;ALAJUELA-SAN PEDRO DE POAS;13,96;520
;ALAJUELA-QUEBRADAS;13,9;355
;ALAJUELA-TAMBOR;9,05;355
;  EXT  SAN PEDRO-POASITO;15,78;490
;  EXT  SAN PEDRO DE POAS-FRAIJANES;12,98;380
;  EXT SAN PEDRO DE POAS-PUENTE COLORADO;11,1;380
;  EXT SAN PEDRO DE POAS-SABANA REDONDA;7,43;285
;  EXT SAN PEDRO DE POAS-SAN JUAN SUR;3,04;245
;  EXT SAN PEDRO DE POAS-SAN JUAN NORTE;4,33;245
;  EXT SAN PEDRO DE POAS-CALLE SAN JOSE;2,32;245
;  EXT SAN PEDRO DE POAS-LA HILDA SANTA CECILIA;4,32;245
;SAN PEDRO DE POAS-POASITO-VARA BLANCA;20,9;915
;SAN PEDRO DE POAS-LOS MURILLO (ALTURA);18,97;815
;;;
257;NARANJO-CIRRI-LOURDES;(GPS);
;NARANJO-LOURDES;6,735;525
;NARANJO-CIRRI;3,66;320
;NARANJO-BAMBU;3;320
;NARANJO-CRUCE;3,3;320
;NARANJO-SAN ANTONIO BARRANCAS;18,25;820
;;;
257;NARANJO-SAN RAFAEL;(GPS);
;NARANJO-SAN RAFAEL;4,35;210
;;;
256;NARANJO-ROSARIO;(GPS);
;NARANJO-PERALTA-EL HOYO;11,37;320
;NARANJO-ROSARIO-LOS VARGAS;10;320
;NARANJO-PUENTE PILAS-EL LLANO;5,92;185
;TARIFA MINIMA;0;185
;;;
258-259;NARANJO-SAN JUAN-SAN JUANILLO-CAÑUELAS;(GPS);
;NARANJO-CAÑUELAS;12,77;350
;NARANJO-SAN JUANILLO;8,38;300
;NARANJO-SAN JUAN;3,53;205
;NARANJO-EL MURO;1,77;205
;TARIFA MINIMA;0;205
;;;
260-1222;NARANJO-CONCEPCION-PALMITOS;(GPS);
;NARANJO-PALMITOS;7,78;455
;NARANJO-RIO GRANDE;10,3;455
;NARANJO-CONCEPCION;7,43;390
;NARANJO-CANDELARIA;3,3;350
;NARANJO-EL MURO;1,74;350
;TARIFA MINIMA;0;330
;;;
261;NARANJO-SAN ANTONIO-SAN ROQUE;(GPS);
;NARANJO-SAN ROQUE;10,74;300
;NARANJO-LA CUEVA;7,4;265
;NARANJO-SAN ANTONIO;6,1;210
;NARANJO-GUARUMAL;5;190
;NARANJO-CANDELARIA;3,3;170
;NARANJO-EL MURO;1,8;170
;TARIFA MINIMA;0;160
;;;
1254 BS;NARANJO-CANDELARIA-CINCO ESQUINAS-PUEBLO NUEVO (BUSETAS);(GPS);
;NARANJO-CANDELARIA-CINCO ESQUINAS-PUEBLO NUEVO;4,25;190
;;;
263;OROTINA-SAN MATEO-SAN ISIDRO LABRADOR;;
;OROTINA-SAN ISIDRO LABRADOR;19;320
;OROTINA-JESUS MARIA;15;265
;SAN MATEO-SAN ISIDRO LABRADOR;15;265
;SAN MATEO-JESUS MARIA;11;235
;OROTINA-HIGUITO;8;185
;OROTINA-SAN MATEO;4;155
;;;
263 EXT;OROTINA-ESPARZA   EXT PUNTARENAS;;
;  EXT OROTINA-PUNTARENAS;45,7;745
;OROTINA-ESPARZA;25;470
;ESPARZA-PUNTARENAS;20,7;290
;OROTINA-SAN RAFAEL-BARON;20;325
;OROTINA-JESUS MARIA;15;265
;;;
262;NARANJO-SAN MIGUEL;(GPS);
;NARANJO-SAN MIGUEL OESTE;9,78;250
;NARANJO-SAN MIGUEL ESTE;7,35;250
;NARANJO-INTERSECCION;2,8;250
;;;
266;SANTIAGO-PALMARES;(GPS);
;PALMARES-FINAL DE SANTIAGO;6,15;360
;PALMARES-SANTIAGO CENTRO;4,5;360
;PALMARES-ZARAGOZA;1,5;360
;PALMARES-HACIENDA LOS PINOS;4,03;360
;PALMARES-BAJO ORLICH;2,5;360
;PALMARES-RINCON DE ZARAGOZA-QUEBRADAS;4,65;360
;PALMARES-ESQUIPULAS;2,65;360
;PALMARES-LA GRANJA;3,6;360
;PALMARES-CALLE VARGAS;2;360
;PALMARES-CALLE VASQUEZ;6;360
;PALMARES-CALLE VASQUEZ-CALLE JIMENEZ;5,2;360
;PALMARES-URB. TRES MARIAS-URB. BUENOS AIRES-CALLE RAMIREZ;6,08;360
;PALMARES-URB. LOS AGUACATES-COCALECA;2,68;360
;PALMARES-CALLE EL CHANCERO-ESQUIPULAS-CALLE COMÚN;2,68;155
;TARIFA MINIMA;2,68;155
;;;
271;SAN RAMON-PALMARES-NARANJO;;
;SAN RAMON-NARANJO x PISTA;19,5;555
;SAN RAMON-NARANJO x CARRETERA VIEJA;22,8;555
;SAN RAMON-BAJO CORRALES;19;510
;SAN RAMON-CONCEPCION;16,8;450
;SAN RAMON-CRUCE PALMITOS;13,4;400
;SAN RAMON-BUENOS AIRES;11,4;340
;SAN RAMON-PALMARES x PISTA;8,85;340
;SAN RAMON-PALMARES x CARRETERA VIEJA;8,7;340
;TARIFA MINIMA;0;240
;;;
272;"SAN RAMON-CHACHAGUA 
  EXT LA FORTUNA DE SAN CARLOS";;
;SAN RAMON-LA FORTUNA DE SAN CARLOS;77;2235
;SAN RAMON-EL BOSQUE;70;2140
;SAN RAMON-SAN FRANCISCO;67;2065
;SAN RAMON-EL ABANICO;65;1990
;SAN RAMON-CHACHAGUA;62;1865
;SAN RAMON-SAN ISIDRO DE PEÑAS BLANCAS;57;1640
;SAN RAMON-LA TIGRA;51;1325
;SAN RAMON-LOS CRIQUES;48;1230
;SAN RAMON-VALLE AZUL;45;1135
;SAN RAMON-BAJO LOS RODRIGUEZ;40;940
;SAN RAMON-BAJO CORDOBA;34;905
;SAN RAMON-LOS LAGOS;29;795
;SAN RAMON-LA BALSA;14;455
;SAN RAMON-LOS ANGELES DE SAN RAMON;9;250
;;;
268;PALMARES-BUENOS AIRES-LA CABRA;;
;PALMARES-BUENOS AIRES-BAJO LA CABRA;3,2;195
;;;
270;ZARCERO-TAPEZCO-LAS BRISAS-LA LEGUA;(GPS);
;ZARCERO-LA LEGUA;14,465;580
;ZARCERO-ENTRADA A CATARATA;11,59;445
;ZARCERO-SANTA ROSA;9,72;375
;ZARCERO-LOS ANGELES;8,34;340
;ZARCERO-TAPEZCO;3,87;290
;ZARCERO-LAGUNA;3,8;290
;;;
1247;ZARCERO-PALMIRA-PUEBLO NUEVO;(GPS);
;ZARCERO-PUEBLO NUEVO;8,79;340
;ZARCERO-PALMIRA;4,72;285
;ZARCERO-LAS TORRES;3,71;285
;;;
272 B;SAN RAMON-LOS ANGELES DE LA FORTUNA DE SAN CARLOS;;
;SAN RAMON-LOS ANGELES DE LA FORTUNA;71;1330
;SAN RAMON-LA CRUZ;65;1220
;SAN RAMON-SAN ISIDRO DE PEÑAS BLANCAS;57;1080
;SAN RAMON-LA TIGRA;51;865
;SAN RAMON-LOS CRIQUES;48;800
;SAN RAMON-VALLE AZUL;45;745
;SAN RAMON-BAJO LOS RODRIGUEZ;40;615
;SAN RAMON-BAJO CORDOBA;34;600
;SAN RAMON-LOS LAGOS;29;515
;SAN RAMON-LA BALSA;14;280
;SAN RAMON-LOS ANGELES DE SAN RAMON;9;160
;;;
1225;SAN RAMON-PIEDADES NORTE-LA PAZ;(GPS);
;SAN RAMON-LA PAZ;14,72;305
